Fecha;Hora;Pmedia;Energia
11/05/2014;01:00:00;240.455;2.004
11/05/2014;01:00:30;236.534;1.971
11/05/2014;01:01:00;218.892;1.824
11/05/2014;01:01:30;218.892;1.824
11/05/2014;01:02:00;218.892;1.824
11/05/2014;01:02:30;218.892;1.824
11/05/2014;01:03:00;218.892;1.824
11/05/2014;01:03:30;218.892;1.824
11/05/2014;01:04:00;218.239;1.819
11/05/2014;01:04:30;203.864;1.699
11/05/2014;01:05:00;152.898;1.274
11/05/2014;01:05:30;162.045;1.350
11/05/2014;01:06:00;131.989;1.100
11/05/2014;01:06:30;126.108;1.051
11/05/2014;01:07:00;127.415;1.062
11/05/2014;01:07:30;122.841;1.024
11/05/2014;01:08:00;92.131;0.768
11/05/2014;01:08:30;92.131;0.768
11/05/2014;01:09:00;92.131;0.768
11/05/2014;01:09:30;91.477;0.762
11/05/2014;01:10:00;91.477;0.762
11/05/2014;01:10:30;90.824;0.757
11/05/2014;01:11:00;90.824;0.757
11/05/2014;01:11:30;90.824;0.757
11/05/2014;01:12:00;90.824;0.757
11/05/2014;01:12:30;90.824;0.757
11/05/2014;01:13:00;90.170;0.751
11/05/2014;01:13:30;90.170;0.751
11/05/2014;01:14:00;75.142;0.626
11/05/2014;01:14:30;62.074;0.517
11/05/2014;01:15:00;62.074;0.517
11/05/2014;01:15:30;62.074;0.517
11/05/2014;01:16:00;62.074;0.517
11/05/2014;01:16:30;62.074;0.517
11/05/2014;01:17:00;62.074;0.517
11/05/2014;01:17:30;62.074;0.517
11/05/2014;01:18:00;62.074;0.517
11/05/2014;01:18:30;62.074;0.517
11/05/2014;01:19:00;62.074;0.517
11/05/2014;01:19:30;62.074;0.517
11/05/2014;01:20:00;62.074;0.517
11/05/2014;01:20:30;62.727;0.523
11/05/2014;01:21:00;62.727;0.523
11/05/2014;01:21:30;62.727;0.523
11/05/2014;01:22:00;62.074;0.517
11/05/2014;01:22:30;62.074;0.517
11/05/2014;01:23:00;62.074;0.517
11/05/2014;01:23:30;62.074;0.517
11/05/2014;01:24:00;62.074;0.517
11/05/2014;01:24:30;62.074;0.517
11/05/2014;01:25:00;62.074;0.517
11/05/2014;01:25:30;62.074;0.517
11/05/2014;01:26:00;62.074;0.517
11/05/2014;01:26:30;62.074;0.517
11/05/2014;01:27:00;62.074;0.517
11/05/2014;01:27:30;62.074;0.517
11/05/2014;01:28:00;62.074;0.517
11/05/2014;01:28:30;62.727;0.523
11/05/2014;01:29:00;62.727;0.523
11/05/2014;01:29:30;62.074;0.517
11/05/2014;01:30:00;62.074;0.517
11/05/2014;01:30:30;62.074;0.517
11/05/2014;01:31:00;62.074;0.517
11/05/2014;01:31:30;62.074;0.517
11/05/2014;01:32:00;61.420;0.512
11/05/2014;01:32:30;192.102;1.601
11/05/2014;01:33:00;158.125;1.318
11/05/2014;01:33:30;150.284;1.252
11/05/2014;01:34:00;147.017;1.225
11/05/2014;01:34:30;146.364;1.220
11/05/2014;01:35:00;147.670;1.231
11/05/2014;01:35:30;148.324;1.236
11/05/2014;01:36:00;148.324;1.236
11/05/2014;01:36:30;148.324;1.236
11/05/2014;01:37:00;118.920;0.991
11/05/2014;01:37:30;117.614;0.980
11/05/2014;01:38:00;118.267;0.986
11/05/2014;01:38:30;118.267;0.986
11/05/2014;01:39:00;118.267;0.986
11/05/2014;01:39:30;117.614;0.980
11/05/2014;01:40:00;117.614;0.980
11/05/2014;01:40:30;117.614;0.980
11/05/2014;01:41:00;116.960;0.975
11/05/2014;01:41:30;116.960;0.975
11/05/2014;01:42:00;116.960;0.975
11/05/2014;01:42:30;116.960;0.975
11/05/2014;01:43:00;116.960;0.975
11/05/2014;01:43:30;117.614;0.980
11/05/2014;01:44:00;117.614;0.980
11/05/2014;01:44:30;116.960;0.975
11/05/2014;01:45:00;116.960;0.975
11/05/2014;01:45:30;116.960;0.975
11/05/2014;01:46:00;116.307;0.969
11/05/2014;01:46:30;116.307;0.969
11/05/2014;01:47:00;116.307;0.969
11/05/2014;01:47:30;115.653;0.964
11/05/2014;01:48:00;115.653;0.964
11/05/2014;01:48:30;115.653;0.964
11/05/2014;01:49:00;116.307;0.969
11/05/2014;01:49:30;116.307;0.969
11/05/2014;01:50:00;85.597;0.713
11/05/2014;01:50:30;32.670;0.272
11/05/2014;01:51:00;32.670;0.272
11/05/2014;01:51:30;32.670;0.272
11/05/2014;01:52:00;32.670;0.272
11/05/2014;01:52:30;52.926;0.441
11/05/2014;01:53:00;54.886;0.457
11/05/2014;01:53:30;54.886;0.457
11/05/2014;01:54:00;52.926;0.441
11/05/2014;01:54:30;32.670;0.272
11/05/2014;01:55:00;32.670;0.272
11/05/2014;01:55:30;32.670;0.272
11/05/2014;01:56:00;32.670;0.272
11/05/2014;01:56:30;32.670;0.272
11/05/2014;01:57:00;32.670;0.272
11/05/2014;01:57:30;32.670;0.272
11/05/2014;01:58:00;32.670;0.272
11/05/2014;01:58:30;32.670;0.272
11/05/2014;01:59:00;32.670;0.272
11/05/2014;01:59:30;32.670;0.272
11/05/2014;02:00:00;32.670;0.272
11/05/2014;02:00:30;32.670;0.272
11/05/2014;02:01:00;32.670;0.272
11/05/2014;02:01:30;32.670;0.272
11/05/2014;02:02:00;32.017;0.267
11/05/2014;02:02:30;32.670;0.272
11/05/2014;02:03:00;32.670;0.272
11/05/2014;02:03:30;32.670;0.272
11/05/2014;02:04:00;32.670;0.272
11/05/2014;02:04:30;32.670;0.272
11/05/2014;02:05:00;32.670;0.272
11/05/2014;02:05:30;32.670;0.272
11/05/2014;02:06:00;32.670;0.272
11/05/2014;02:06:30;32.670;0.272
11/05/2014;02:07:00;32.670;0.272
11/05/2014;02:07:30;32.670;0.272
11/05/2014;02:08:00;32.670;0.272
11/05/2014;02:08:30;32.670;0.272
11/05/2014;02:09:00;32.670;0.272
11/05/2014;02:09:30;32.670;0.272
11/05/2014;02:10:00;32.670;0.272
11/05/2014;02:10:30;32.670;0.272
11/05/2014;02:11:00;32.017;0.267
11/05/2014;02:11:30;32.017;0.267
11/05/2014;02:12:00;32.017;0.267
11/05/2014;02:12:30;32.017;0.267
11/05/2014;02:13:00;32.017;0.267
11/05/2014;02:13:30;32.017;0.267
11/05/2014;02:14:00;32.017;0.267
11/05/2014;02:14:30;32.017;0.267
11/05/2014;02:15:00;32.017;0.267
11/05/2014;02:15:30;32.017;0.267
11/05/2014;02:16:00;32.017;0.267
11/05/2014;02:16:30;32.017;0.267
11/05/2014;02:17:00;31.364;0.261
11/05/2014;02:17:30;96.051;0.800
11/05/2014;02:18:00;130.028;1.084
11/05/2014;02:18:30;124.801;1.040
11/05/2014;02:19:00;118.920;0.991
11/05/2014;02:19:30;116.307;0.969
11/05/2014;02:20:00;116.960;0.975
11/05/2014;02:20:30;117.614;0.980
11/05/2014;02:21:00;117.614;0.980
11/05/2014;02:21:30;116.960;0.975
11/05/2014;02:22:00;116.960;0.975
11/05/2014;02:22:30;116.960;0.975
11/05/2014;02:23:00;116.307;0.969
11/05/2014;02:23:30;116.307;0.969
11/05/2014;02:24:00;116.307;0.969
11/05/2014;02:24:30;116.307;0.969
11/05/2014;02:25:00;116.307;0.969
11/05/2014;02:25:30;115.653;0.964
11/05/2014;02:26:00;116.307;0.969
11/05/2014;02:26:30;116.307;0.969
11/05/2014;02:27:00;115.653;0.964
11/05/2014;02:27:30;115.653;0.964
11/05/2014;02:28:00;115.653;0.964
11/05/2014;02:28:30;115.653;0.964
11/05/2014;02:29:00;115.653;0.964
11/05/2014;02:29:30;115.000;0.958
11/05/2014;02:30:00;115.000;0.958
11/05/2014;02:30:30;115.000;0.958
11/05/2014;02:31:00;115.000;0.958
11/05/2014;02:31:30;115.000;0.958
11/05/2014;02:32:00;114.347;0.953
11/05/2014;02:32:30;114.347;0.953
11/05/2014;02:33:00;114.347;0.953
11/05/2014;02:33:30;114.347;0.953
11/05/2014;02:34:00;114.347;0.953
11/05/2014;02:34:30;114.347;0.953
11/05/2014;02:35:00;114.347;0.953
11/05/2014;02:35:30;66.648;0.555
11/05/2014;02:36:00;30.710;0.256
11/05/2014;02:36:30;30.710;0.256
11/05/2014;02:37:00;30.710;0.256
11/05/2014;02:37:30;30.710;0.256
11/05/2014;02:38:00;30.057;0.250
11/05/2014;02:38:30;30.710;0.256
11/05/2014;02:39:00;30.710;0.256
11/05/2014;02:39:30;30.710;0.256
11/05/2014;02:40:00;30.710;0.256
11/05/2014;02:40:30;30.057;0.250
11/05/2014;02:41:00;30.710;0.256
11/05/2014;02:41:30;30.057;0.250
11/05/2014;02:42:00;30.710;0.256
11/05/2014;02:42:30;30.710;0.256
11/05/2014;02:43:00;30.710;0.256
11/05/2014;02:43:30;30.710;0.256
11/05/2014;02:44:00;30.057;0.250
11/05/2014;02:44:30;30.057;0.250
11/05/2014;02:45:00;30.057;0.250
11/05/2014;02:45:30;30.057;0.250
11/05/2014;02:46:00;30.057;0.250
11/05/2014;02:46:30;30.057;0.250
11/05/2014;02:47:00;30.057;0.250
11/05/2014;02:47:30;30.057;0.250
11/05/2014;02:48:00;30.057;0.250
11/05/2014;02:48:30;30.710;0.256
11/05/2014;02:49:00;30.057;0.250
11/05/2014;02:49:30;30.057;0.250
11/05/2014;02:50:00;30.057;0.250
11/05/2014;02:50:30;30.057;0.250
11/05/2014;02:51:00;30.057;0.250
11/05/2014;02:51:30;41.818;0.348
11/05/2014;02:52:00;60.767;0.506
11/05/2014;02:52:30;61.420;0.512
11/05/2014;02:53:00;61.420;0.512
11/05/2014;02:53:30;61.420;0.512
11/05/2014;02:54:00;61.420;0.512
11/05/2014;02:54:30;61.420;0.512
11/05/2014;02:55:00;61.420;0.512
11/05/2014;02:55:30;61.420;0.512
11/05/2014;02:56:00;61.420;0.512
11/05/2014;02:56:30;61.420;0.512
11/05/2014;02:57:00;61.420;0.512
11/05/2014;02:57:30;61.420;0.512
11/05/2014;02:58:00;61.420;0.512
11/05/2014;02:58:30;61.420;0.512
11/05/2014;02:59:00;61.420;0.512
11/05/2014;02:59:30;61.420;0.512
11/05/2014;03:00:00;61.420;0.512
11/05/2014;03:00:30;61.420;0.512
11/05/2014;03:01:00;68.608;0.572
11/05/2014;03:01:30;80.369;0.670
11/05/2014;03:02:00;79.716;0.664
11/05/2014;03:02:30;80.369;0.670
11/05/2014;03:03:00;80.369;0.670
11/05/2014;03:03:30;197.983;1.650
11/05/2014;03:04:00;177.727;1.481
11/05/2014;03:04:30;169.233;1.410
11/05/2014;03:05:00;160.739;1.339
11/05/2014;03:05:30;145.057;1.209
11/05/2014;03:06:00;146.364;1.220
11/05/2014;03:06:30;147.017;1.225
11/05/2014;03:07:00;147.017;1.225
11/05/2014;03:07:30;147.017;1.225
11/05/2014;03:08:00;147.017;1.225
11/05/2014;03:08:30;147.017;1.225
11/05/2014;03:09:00;146.364;1.220
11/05/2014;03:09:30;146.364;1.220
11/05/2014;03:10:00;145.710;1.214
11/05/2014;03:10:30;145.057;1.209
11/05/2014;03:11:00;145.057;1.209
11/05/2014;03:11:30;145.057;1.209
11/05/2014;03:12:00;145.057;1.209
11/05/2014;03:12:30;145.710;1.214
11/05/2014;03:13:00;145.710;1.214
11/05/2014;03:13:30;145.710;1.214
11/05/2014;03:14:00;145.710;1.214
11/05/2014;03:14:30;145.057;1.209
11/05/2014;03:15:00;145.057;1.209
11/05/2014;03:15:30;145.057;1.209
11/05/2014;03:16:00;143.750;1.198
11/05/2014;03:16:30;143.750;1.198
11/05/2014;03:17:00;143.750;1.198
11/05/2014;03:17:30;143.097;1.192
11/05/2014;03:18:00;143.097;1.192
11/05/2014;03:18:30;143.750;1.198
11/05/2014;03:19:00;143.750;1.198
11/05/2014;03:19:30;143.750;1.198
11/05/2014;03:20:00;143.750;1.198
11/05/2014;03:20:30;143.750;1.198
11/05/2014;03:21:00;143.750;1.198
11/05/2014;03:21:30;84.943;0.708
11/05/2014;03:22:00;60.767;0.506
11/05/2014;03:22:30;60.767;0.506
11/05/2014;03:23:00;60.767;0.506
11/05/2014;03:23:30;60.767;0.506
11/05/2014;03:24:00;60.767;0.506
11/05/2014;03:24:30;60.767;0.506
11/05/2014;03:25:00;60.114;0.501
11/05/2014;03:25:30;60.114;0.501
11/05/2014;03:26:00;60.767;0.506
11/05/2014;03:26:30;60.767;0.506
11/05/2014;03:27:00;60.767;0.506
11/05/2014;03:27:30;60.767;0.506
11/05/2014;03:28:00;60.767;0.506
11/05/2014;03:28:30;60.114;0.501
11/05/2014;03:29:00;60.767;0.506
11/05/2014;03:29:30;60.767;0.506
11/05/2014;03:30:00;60.767;0.506
11/05/2014;03:30:30;60.114;0.501
11/05/2014;03:31:00;60.767;0.506
11/05/2014;03:31:30;60.767;0.506
11/05/2014;03:32:00;60.114;0.501
11/05/2014;03:32:30;60.114;0.501
11/05/2014;03:33:00;60.114;0.501
11/05/2014;03:33:30;60.114;0.501
11/05/2014;03:34:00;60.114;0.501
11/05/2014;03:34:30;56.847;0.474
11/05/2014;03:35:00;29.403;0.245
11/05/2014;03:35:30;29.403;0.245
11/05/2014;03:36:00;29.403;0.245
11/05/2014;03:36:30;29.403;0.245
11/05/2014;03:37:00;29.403;0.245
11/05/2014;03:37:30;29.403;0.245
11/05/2014;03:38:00;29.403;0.245
11/05/2014;03:38:30;29.403;0.245
11/05/2014;03:39:00;29.403;0.245
11/05/2014;03:39:30;29.403;0.245
11/05/2014;03:40:00;28.750;0.240
11/05/2014;03:40:30;29.403;0.245
11/05/2014;03:41:00;28.750;0.240
11/05/2014;03:41:30;28.750;0.240
11/05/2014;03:42:00;28.750;0.240
11/05/2014;03:42:30;28.750;0.240
11/05/2014;03:43:00;28.750;0.240
11/05/2014;03:43:30;29.403;0.245
11/05/2014;03:44:00;28.750;0.240
11/05/2014;03:44:30;29.403;0.245
11/05/2014;03:45:00;28.750;0.240
11/05/2014;03:45:30;28.750;0.240
11/05/2014;03:46:00;28.750;0.240
11/05/2014;03:46:30;28.750;0.240
11/05/2014;03:47:00;28.750;0.240
11/05/2014;03:47:30;28.750;0.240
11/05/2014;03:48:00;28.097;0.234
11/05/2014;03:48:30;28.097;0.234
11/05/2014;03:49:00;28.750;0.240
11/05/2014;03:49:30;95.398;0.795
11/05/2014;03:50:00;128.068;1.067
11/05/2014;03:50:30;121.534;1.013
11/05/2014;03:51:00;115.000;0.958
11/05/2014;03:51:30;113.040;0.942
11/05/2014;03:52:00;113.040;0.942
11/05/2014;03:52:30;113.693;0.947
11/05/2014;03:53:00;114.347;0.953
11/05/2014;03:53:30;114.347;0.953
11/05/2014;03:54:00;114.347;0.953
11/05/2014;03:54:30;114.347;0.953
11/05/2014;03:55:00;114.347;0.953
11/05/2014;03:55:30;114.347;0.953
11/05/2014;03:56:00;114.347;0.953
11/05/2014;03:56:30;114.347;0.953
11/05/2014;03:57:00;114.347;0.953
11/05/2014;03:57:30;114.347;0.953
11/05/2014;03:58:00;113.693;0.947
11/05/2014;03:58:30;113.693;0.947
11/05/2014;03:59:00;113.040;0.942
11/05/2014;03:59:30;113.040;0.942
11/05/2014;04:00:00;113.693;0.947
11/05/2014;04:00:30;114.347;0.953
11/05/2014;04:01:00;113.693;0.947
11/05/2014;04:01:30;113.693;0.947
11/05/2014;04:02:00;113.693;0.947
11/05/2014;04:02:30;113.693;0.947
11/05/2014;04:03:00;113.693;0.947
11/05/2014;04:03:30;113.040;0.942
11/05/2014;04:04:00;113.040;0.942
11/05/2014;04:04:30;113.040;0.942
11/05/2014;04:05:00;113.040;0.942
11/05/2014;04:05:30;112.386;0.937
11/05/2014;04:06:00;112.386;0.937
11/05/2014;04:06:30;113.040;0.942
11/05/2014;04:07:00;113.040;0.942
11/05/2014;04:07:30;107.813;0.898
11/05/2014;04:08:00;28.750;0.240
11/05/2014;04:08:30;28.750;0.240
11/05/2014;04:09:00;28.097;0.234
11/05/2014;04:09:30;28.097;0.234
11/05/2014;04:10:00;28.097;0.234
11/05/2014;04:10:30;29.403;0.245
11/05/2014;04:11:00;28.750;0.240
11/05/2014;04:11:30;29.403;0.245
11/05/2014;04:12:00;29.403;0.245
11/05/2014;04:12:30;29.403;0.245
11/05/2014;04:13:00;28.750;0.240
11/05/2014;04:13:30;29.403;0.245
11/05/2014;04:14:00;28.750;0.240
11/05/2014;04:14:30;29.403;0.245
11/05/2014;04:15:00;28.097;0.234
11/05/2014;04:15:30;28.097;0.234
11/05/2014;04:16:00;28.097;0.234
11/05/2014;04:16:30;29.403;0.245
11/05/2014;04:17:00;28.750;0.240
11/05/2014;04:17:30;28.750;0.240
11/05/2014;04:18:00;28.750;0.240
11/05/2014;04:18:30;28.750;0.240
11/05/2014;04:19:00;28.750;0.240
11/05/2014;04:19:30;28.750;0.240
11/05/2014;04:20:00;28.750;0.240
11/05/2014;04:20:30;28.750;0.240
11/05/2014;04:21:00;28.097;0.234
11/05/2014;04:21:30;27.443;0.229
11/05/2014;04:22:00;28.097;0.234
11/05/2014;04:22:30;29.403;0.245
11/05/2014;04:23:00;29.403;0.245
11/05/2014;04:23:30;29.403;0.245
11/05/2014;04:24:00;29.403;0.245
11/05/2014;04:24:30;28.750;0.240
11/05/2014;04:25:00;28.097;0.234
11/05/2014;04:25:30;28.750;0.240
11/05/2014;04:26:00;29.403;0.245
11/05/2014;04:26:30;29.403;0.245
11/05/2014;04:27:00;29.403;0.245
11/05/2014;04:27:30;28.750;0.240
11/05/2014;04:28:00;28.750;0.240
11/05/2014;04:28:30;28.097;0.234
11/05/2014;04:29:00;28.750;0.240
11/05/2014;04:29:30;29.403;0.245
11/05/2014;04:30:00;29.403;0.245
11/05/2014;04:30:30;29.403;0.245
11/05/2014;04:31:00;29.403;0.245
11/05/2014;04:31:30;28.750;0.240
11/05/2014;04:32:00;28.750;0.240
11/05/2014;04:32:30;28.750;0.240
11/05/2014;04:33:00;28.750;0.240
11/05/2014;04:33:30;28.750;0.240
11/05/2014;04:34:00;28.750;0.240
11/05/2014;04:34:30;27.443;0.229
11/05/2014;04:35:00;28.750;0.240
11/05/2014;04:35:30;28.750;0.240
11/05/2014;04:36:00;29.403;0.245
11/05/2014;04:36:30;151.591;1.263
11/05/2014;04:37:00;126.108;1.051
11/05/2014;04:37:30;116.960;0.975
11/05/2014;04:38:00;113.040;0.942
11/05/2014;04:38:30;111.733;0.931
11/05/2014;04:39:00;113.040;0.942
11/05/2014;04:39:30;114.347;0.953
11/05/2014;04:40:00;114.347;0.953
11/05/2014;04:40:30;113.693;0.947
11/05/2014;04:41:00;113.040;0.942
11/05/2014;04:41:30;113.693;0.947
11/05/2014;04:42:00;114.347;0.953
11/05/2014;04:42:30;114.347;0.953
11/05/2014;04:43:00;114.347;0.953
11/05/2014;04:43:30;114.347;0.953
11/05/2014;04:44:00;114.347;0.953
11/05/2014;04:44:30;113.040;0.942
11/05/2014;04:45:00;113.040;0.942
11/05/2014;04:45:30;113.040;0.942
11/05/2014;04:46:00;113.040;0.942
11/05/2014;04:46:30;113.693;0.947
11/05/2014;04:47:00;113.693;0.947
11/05/2014;04:47:30;113.693;0.947
11/05/2014;04:48:00;113.040;0.942
11/05/2014;04:48:30;113.693;0.947
11/05/2014;04:49:00;143.097;1.192
11/05/2014;04:49:30;143.750;1.198
11/05/2014;04:50:00;143.097;1.192
11/05/2014;04:50:30;142.443;1.187
11/05/2014;04:51:00;143.097;1.192
11/05/2014;04:51:30;142.443;1.187
11/05/2014;04:52:00;141.790;1.182
11/05/2014;04:52:30;143.097;1.192
11/05/2014;04:53:00;142.443;1.187
11/05/2014;04:53:30;142.443;1.187
11/05/2014;04:54:00;142.443;1.187
11/05/2014;04:54:30;79.063;0.659
11/05/2014;04:55:00;58.807;0.490
11/05/2014;04:55:30;58.153;0.485
11/05/2014;04:56:00;58.153;0.485
11/05/2014;04:56:30;58.153;0.485
11/05/2014;04:57:00;59.460;0.496
11/05/2014;04:57:30;59.460;0.496
11/05/2014;04:58:00;59.460;0.496
11/05/2014;04:58:30;59.460;0.496
11/05/2014;04:59:00;59.460;0.496
11/05/2014;04:59:30;59.460;0.496
11/05/2014;05:00:00;59.460;0.496
11/05/2014;05:00:30;58.807;0.490
11/05/2014;05:01:00;58.807;0.490
11/05/2014;05:01:30;58.807;0.490
11/05/2014;05:02:00;59.460;0.496
11/05/2014;05:02:30;60.114;0.501
11/05/2014;05:03:00;60.114;0.501
11/05/2014;05:03:30;60.114;0.501
11/05/2014;05:04:00;60.114;0.501
11/05/2014;05:04:30;59.460;0.496
11/05/2014;05:05:00;59.460;0.496
11/05/2014;05:05:30;60.114;0.501
11/05/2014;05:06:00;60.114;0.501
11/05/2014;05:06:30;60.114;0.501
11/05/2014;05:07:00;60.767;0.506
11/05/2014;05:07:30;60.767;0.506
11/05/2014;05:08:00;60.767;0.506
11/05/2014;05:08:30;60.767;0.506
11/05/2014;05:09:00;60.767;0.506
11/05/2014;05:09:30;60.767;0.506
11/05/2014;05:10:00;60.767;0.506
11/05/2014;05:10:30;60.114;0.501
11/05/2014;05:11:00;59.460;0.496
11/05/2014;05:11:30;59.460;0.496
11/05/2014;05:12:00;59.460;0.496
11/05/2014;05:12:30;59.460;0.496
11/05/2014;05:13:00;60.767;0.506
11/05/2014;05:13:30;60.767;0.506
11/05/2014;05:14:00;60.767;0.506
11/05/2014;05:14:30;60.767;0.506
11/05/2014;05:15:00;60.114;0.501
11/05/2014;05:15:30;60.114;0.501
11/05/2014;05:16:00;60.114;0.501
11/05/2014;05:16:30;59.460;0.496
11/05/2014;05:17:00;59.460;0.496
11/05/2014;05:17:30;59.460;0.496
11/05/2014;05:18:00;60.114;0.501
11/05/2014;05:18:30;60.767;0.506
11/05/2014;05:19:00;60.114;0.501
11/05/2014;05:19:30;60.767;0.506
11/05/2014;05:20:00;60.114;0.501
11/05/2014;05:20:30;60.114;0.501
11/05/2014;05:21:00;60.114;0.501
11/05/2014;05:21:30;60.114;0.501
11/05/2014;05:22:00;59.460;0.496
11/05/2014;05:22:30;60.114;0.501
11/05/2014;05:23:00;135.909;1.133
11/05/2014;05:23:30;158.778;1.323
11/05/2014;05:24:00;150.938;1.258
11/05/2014;05:24:30;145.710;1.214
11/05/2014;05:25:00;143.097;1.192
11/05/2014;05:25:30;142.443;1.187
11/05/2014;05:26:00;143.750;1.198
11/05/2014;05:26:30;145.057;1.209
11/05/2014;05:27:00;145.057;1.209
11/05/2014;05:27:30;145.057;1.209
11/05/2014;05:28:00;144.403;1.203
11/05/2014;05:28:30;143.750;1.198
11/05/2014;05:29:00;143.750;1.198
11/05/2014;05:29:30;143.750;1.198
11/05/2014;05:30:00;145.057;1.209
11/05/2014;05:30:30;144.403;1.203
11/05/2014;05:31:00;144.403;1.203
11/05/2014;05:31:30;126.761;1.056
11/05/2014;05:32:00;113.693;0.947
11/05/2014;05:32:30;113.040;0.942
11/05/2014;05:33:00;112.386;0.937
11/05/2014;05:33:30;112.386;0.937
11/05/2014;05:34:00;112.386;0.937
11/05/2014;05:34:30;113.040;0.942
11/05/2014;05:35:00;113.693;0.947
11/05/2014;05:35:30;113.693;0.947
11/05/2014;05:36:00;113.040;0.942
11/05/2014;05:36:30;113.040;0.942
11/05/2014;05:37:00;112.386;0.937
11/05/2014;05:37:30;112.386;0.937
11/05/2014;05:38:00;113.040;0.942
11/05/2014;05:38:30;113.040;0.942
11/05/2014;05:39:00;113.040;0.942
11/05/2014;05:39:30;113.040;0.942
11/05/2014;05:40:00;113.040;0.942
11/05/2014;05:40:30;111.733;0.931
11/05/2014;05:41:00;43.778;0.365
11/05/2014;05:41:30;29.403;0.245
11/05/2014;05:42:00;29.403;0.245
11/05/2014;05:42:30;29.403;0.245
11/05/2014;05:43:00;29.403;0.245
11/05/2014;05:43:30;29.403;0.245
11/05/2014;05:44:00;28.097;0.234
11/05/2014;05:44:30;30.057;0.250
11/05/2014;05:45:00;30.057;0.250
11/05/2014;05:45:30;29.403;0.245
11/05/2014;05:46:00;29.403;0.245
11/05/2014;05:46:30;29.403;0.245
11/05/2014;05:47:00;29.403;0.245
11/05/2014;05:47:30;29.403;0.245
11/05/2014;05:48:00;29.403;0.245
11/05/2014;05:48:30;29.403;0.245
11/05/2014;05:49:00;29.403;0.245
11/05/2014;05:49:30;29.403;0.245
11/05/2014;05:50:00;28.097;0.234
11/05/2014;05:50:30;28.097;0.234
11/05/2014;05:51:00;28.097;0.234
11/05/2014;05:51:30;28.097;0.234
11/05/2014;05:52:00;30.057;0.250
11/05/2014;05:52:30;29.403;0.245
11/05/2014;05:53:00;29.403;0.245
11/05/2014;05:53:30;29.403;0.245
11/05/2014;05:54:00;29.403;0.245
11/05/2014;05:54:30;29.403;0.245
11/05/2014;05:55:00;29.403;0.245
11/05/2014;05:55:30;29.403;0.245
11/05/2014;05:56:00;28.097;0.234
11/05/2014;05:56:30;28.097;0.234
11/05/2014;05:57:00;28.750;0.240
11/05/2014;05:57:30;29.403;0.245
11/05/2014;05:58:00;29.403;0.245
11/05/2014;05:58:30;29.403;0.245
11/05/2014;05:59:00;29.403;0.245
11/05/2014;05:59:30;29.403;0.245
11/05/2014;06:00:00;30.057;0.250
11/05/2014;06:00:30;29.403;0.245
11/05/2014;06:01:00;29.403;0.245
11/05/2014;06:01:30;29.403;0.245
11/05/2014;06:02:00;29.403;0.245
11/05/2014;06:02:30;29.403;0.245
11/05/2014;06:03:00;29.403;0.245
11/05/2014;06:03:30;29.403;0.245
11/05/2014;06:04:00;28.097;0.234
11/05/2014;06:04:30;28.097;0.234
11/05/2014;06:05:00;28.097;0.234
11/05/2014;06:05:30;28.097;0.234
11/05/2014;06:06:00;29.403;0.245
11/05/2014;06:06:30;30.057;0.250
11/05/2014;06:07:00;30.057;0.250
11/05/2014;06:07:30;29.403;0.245
11/05/2014;06:08:00;29.403;0.245
11/05/2014;06:08:30;28.750;0.240
11/05/2014;06:09:00;28.097;0.234
11/05/2014;06:09:30;28.097;0.234
11/05/2014;06:10:00;28.750;0.240
11/05/2014;06:10:30;28.750;0.240
11/05/2014;06:11:00;28.750;0.240
11/05/2014;06:11:30;28.750;0.240
11/05/2014;06:12:00;28.750;0.240
11/05/2014;06:12:30;29.403;0.245
11/05/2014;06:13:00;28.750;0.240
11/05/2014;06:13:30;28.750;0.240
11/05/2014;06:14:00;28.750;0.240
11/05/2014;06:14:30;28.750;0.240
11/05/2014;06:15:00;28.750;0.240
11/05/2014;06:15:30;28.750;0.240
11/05/2014;06:16:00;28.097;0.234
11/05/2014;06:16:30;28.097;0.234
11/05/2014;06:17:00;27.443;0.229
11/05/2014;06:17:30;27.443;0.229
11/05/2014;06:18:00;28.750;0.240
11/05/2014;06:18:30;29.403;0.245
11/05/2014;06:19:00;29.403;0.245
11/05/2014;06:19:30;29.403;0.245
11/05/2014;06:20:00;28.750;0.240
11/05/2014;06:20:30;28.750;0.240
11/05/2014;06:21:00;28.097;0.234
11/05/2014;06:21:30;28.750;0.240
11/05/2014;06:22:00;28.750;0.240
11/05/2014;06:22:30;28.750;0.240
11/05/2014;06:23:00;29.403;0.245
11/05/2014;06:23:30;29.403;0.245
11/05/2014;06:24:00;29.403;0.245
11/05/2014;06:24:30;28.750;0.240
11/05/2014;06:25:00;28.750;0.240
11/05/2014;06:25:30;28.750;0.240
11/05/2014;06:26:00;28.097;0.234
11/05/2014;06:26:30;28.097;0.234
11/05/2014;06:27:00;28.750;0.240
11/05/2014;06:27:30;28.750;0.240
11/05/2014;06:28:00;28.750;0.240
11/05/2014;06:28:30;29.403;0.245
11/05/2014;06:29:00;29.403;0.245
11/05/2014;06:29:30;28.750;0.240
11/05/2014;06:30:00;28.750;0.240
11/05/2014;06:30:30;28.750;0.240
11/05/2014;06:31:00;28.750;0.240
11/05/2014;06:31:30;28.750;0.240
11/05/2014;06:32:00;28.750;0.240
